"","animal","weight","age","color","spots","sex","appetite","eyecColor","aggressiveness","yard"
"5744","horse",1013.8,8,"brown",0,"M",7.485,"black",2,1
"5745","pig",1176.2,3,"red",0,"M",9.471,"black",5,1
"5746","goat",1248.8,2,"grey",1,"M",2.627,"black",4,1
"5747","goat",1499.4,5,"grey",1,"F",5.823,"black",4,4
"5748","goat",962.4,7,"white",1,"M",3.435,"brown",1,2
"5749","goat",834.6,3,"red",0,"F",4.336,"black",3,3
"5750","goat",928.3,4,"grey",0,"M",4.587,"black",1,1
"5751","goat",817.7,4,"black",0,"F",7.048,"blue",5,3
"5752","goat",1161,7,"grey",0,"F",8.575,"black",5,1
"5753","horse",966,4,"brown",1,"M",5.921,"black",5,1
"5754","sheep",1386.3,4,"brown",0,"M",3.687,"black",2,2
"5755","horse",1215.5,2,"grey",0,"M",3.152,"blue",5,1
"5756","goat",1170.2,4,"red",0,"F",9.215,"brown",5,1
"5757","horse",1182.2,5,"red",0,"F",7.646,"black",1,1
"5758","goat",743.1,4,"white",0,"M",1.369,"brown",1,1
"5759","horse",1067.6,1,"red",0,"M",1.841,"black",4,3
"5760","horse",1400.3,8,"red",0,"M",3.953,"brown",3,1
"5761","goat",1233.3,3,"white",1,"F",4.919,"brown",3,1
"5762","sheep",778.1,2,"white",1,"M",2.726,"brown",4,2
"5763","horse",1141,4,"red",0,"M",4.5,"black",1,1
"5764","sheep",856.3,1,"black",1,"M",-0.029,"brown",2,1
"5765","pig",521.7,2,"red",1,"M",5.607,"brown",1,1
"5766","goat",830.8,4,"white",1,"F",8.658,"black",5,1
"5767","horse",909.6,5,"black",1,"F",10.885,"black",5,1
"5768","pig",1281.7,4,"white",0,"F",9.689,"black",1,4
"5769","horse",1063.2,4,"black",0,"M",13.191,"black",1,1
"5770","pig",1215,4,"grey",1,"M",12.305,"black",3,1
"5771","horse",1160.6,2,"black",0,"M",5.58,"black",5,1
"5772","horse",1311.5,1,"red",1,"M",1.596,"black",3,1
"5773","goat",1313.9,3,"white",0,"F",4.968,"black",1,2
"5774","pig",1358.7,4,"white",0,"M",1.654,"brown",4,2
"5775","pig",1057.8,4,"grey",0,"F",7.233,"black",1,1
"5776","pig",994.5,4,"black",0,"F",-1.179,"black",4,3
"5777","goat",971,4,"white",0,"M",7.574,"black",3,2
"5778","goat",1034.1,2,"grey",0,"M",8.29,"black",3,1
"5779","goat",1557.7,2,"grey",1,"F",1.885,"black",4,1
"5780","goat",1119.5,6,"black",0,"F",4.27,"brown",4,3
"5781","pig",996.5,3,"black",0,"M",5.211,"black",5,2
"5782","horse",1099.8,1,"grey",0,"F",8.255,"brown",3,1
"5783","goat",1097.5,4,"red",0,"M",11.67,"black",4,3
"5784","horse",1154.6,7,"red",1,"M",5.102,"brown",1,2
"5785","pig",1310.7,2,"white",1,"M",6.295,"brown",5,3
"5786","goat",695.8,3,"brown",1,"F",2.475,"brown",3,2
"5787","goat",1223.8,6,"black",0,"M",1.081,"brown",1,3
"5788","goat",1412.4,1,"white",0,"M",3.21,"black",4,1
"5789","sheep",1213.2,4,"black",0,"F",10.579,"brown",2,1
"5790","goat",559.5,1,"red",0,"F",2.608,"brown",5,1
"5791","horse",1060.2,1,"brown",1,"M",5.307,"black",5,2
"5792","horse",903.5,7,"red",1,"M",-2.191,"black",2,1
"5793","pig",1249.3,5,"black",0,"F",11.142,"black",5,2
"5794","horse",1101.2,6,"white",0,"F",4.287,"black",1,1
"5795","goat",1433.2,2,"white",0,"M",2.38,"black",1,3
"5796","pig",1034.7,6,"white",0,"M",5.268,"black",5,2
"5797","sheep",932.4,2,"white",0,"F",8.114,"black",2,1
"5798","pig",1162.3,8,"red",0,"M",7.263,"brown",2,1
"5799","goat",846.7,5,"black",0,"M",2.829,"black",3,3
"5800","horse",822.2,5,"brown",0,"F",0.807,"brown",2,2
"5801","pig",985.9,2,"red",0,"M",3.648,"brown",4,1
"5802","horse",1125.9,3,"brown",0,"M",5.067,"black",5,2
"5803","horse",1288.7,4,"red",0,"M",3.247,"black",5,3
"5804","goat",1038,5,"white",0,"M",1.341,"black",3,1
"5805","cow",1093.7,4,"white",0,"F",3.688,"brown",5,1
"5806","horse",738.5,4,"brown",0,"F",0.238,"brown",4,1
"5807","goat",1105.4,3,"black",1,"M",6.37,"black",2,1
"5808","pig",1419.1,5,"grey",0,"M",7.386,"black",4,3
"5809","goat",1094.8,4,"brown",0,"M",5.975,"brown",2,1
"5810","goat",1177.9,8,"black",0,"M",10.428,"brown",3,4
"5811","horse",799.1,1,"black",0,"M",9.852,"black",2,4
"5812","sheep",992.9,7,"white",1,"F",6.125,"brown",4,1
"5813","goat",1067.8,4,"red",0,"M",2.409,"black",1,1
"5814","pig",1245.2,3,"grey",0,"F",9.587,"brown",2,1
"5815","sheep",1112.1,8,"brown",0,"M",4.365,"black",4,2
"5816","pig",1862.6,7,"black",1,"M",4.726,"brown",5,1
"5817","goat",1151.4,6,"red",1,"F",7.179,"black",1,2
"5818","goat",873.6,7,"white",1,"M",7.637,"black",2,1
"5819","sheep",1171,2,"white",1,"M",0.22,"brown",2,2
"5820","sheep",1219.4,1,"grey",1,"F",-0.149,"black",5,4
"5821","goat",1333,3,"grey",0,"M",2.888,"black",3,4
"5822","pig",875.5,8,"grey",1,"M",3.115,"black",5,1
"5823","pig",1442.2,6,"white",0,"M",1.673,"black",5,1
"5824","goat",1408.7,2,"white",1,"M",5.646,"black",1,1
"5825","goat",851.8,6,"brown",0,"F",9.081,"brown",1,3
"5826","sheep",891.7,6,"brown",0,"F",6.429,"brown",5,1
"5827","goat",1046.9,3,"white",0,"F",6.855,"black",3,3
"5828","sheep",844.7,5,"white",0,"M",11.285,"blue",1,1
"5829","goat",1066.1,1,"white",0,"M",8.747,"black",1,2
"5830","goat",1301.3,3,"white",0,"F",7.593,"brown",2,2
"5831","sheep",1061.6,2,"red",1,"F",5.061,"black",3,2
"5832","horse",1500,7,"grey",0,"F",2.13,"black",3,1
"5833","pig",991.8,3,"black",0,"M",3.41,"black",4,1
"5834","goat",457.5,1,"black",1,"M",2.149,"brown",3,1
"5835","goat",1360.1,2,"grey",0,"M",6.5,"black",2,3
"5836","goat",1170,2,"black",0,"F",-0.59,"black",3,1
"5837","horse",889.5,3,"grey",0,"F",3.596,"black",2,3
"5838","pig",1035.8,8,"red",0,"F",1.202,"brown",3,1
"5839","pig",1011.8,4,"white",1,"F",4.929,"black",2,1
"5840","horse",1238.1,3,"white",0,"M",5.851,"black",2,1
"5841","pig",959,1,"red",1,"F",4.844,"brown",3,1
"5842","goat",1266.6,2,"black",0,"M",5.038,"black",1,1
"5843","horse",1457.3,4,"red",1,"F",6.522,"brown",1,2
"5844","horse",1215.4,3,"white",1,"M",2.853,"black",2,4
"5845","goat",1553.2,3,"red",1,"M",6.179,"brown",4,2
"5846","pig",1649.5,6,"red",0,"M",5.828,"black",5,2
"5847","horse",1688.3,5,"grey",0,"M",2.435,"brown",4,1
"5848","sheep",1133.5,4,"black",0,"F",8.119,"brown",3,3
"5849","horse",1143.2,2,"brown",0,"M",1.487,"black",5,2
"5850","pig",1019.5,2,"red",0,"F",3.482,"black",5,2
"5851","goat",1186.1,3,"red",0,"M",-1.922,"black",1,2
"5852","pig",748.4,7,"red",0,"M",6.586,"brown",3,1
"5853","goat",1253.1,8,"red",0,"M",6.513,"black",1,1
"5854","pig",538.6,4,"black",0,"F",5.654,"black",2,3
"5855","goat",935.2,8,"red",0,"F",8.057,"black",4,3
"5856","pig",849.4,8,"brown",1,"M",1.879,"black",4,1
"5857","goat",1330.5,1,"brown",0,"F",6.355,"brown",4,4
"5858","horse",1165.4,1,"grey",1,"M",5.28,"brown",4,1
"5859","pig",1536.8,5,"white",1,"F",7.425,"brown",2,1
"5860","goat",1390.6,2,"grey",0,"M",7.336,"black",5,1
"5861","horse",958.3,4,"white",0,"M",9.272,"black",1,2
"5862","horse",861.9,3,"black",1,"M",5.201,"brown",3,1
"5863","goat",737.9,2,"red",0,"M",8.289,"brown",5,1
"5864","sheep",959.6,1,"brown",0,"M",6.148,"black",3,2
"5865","horse",840.4,5,"grey",0,"M",1.882,"black",2,2
"5866","horse",973.4,2,"grey",0,"M",5.268,"brown",4,1
"5867","pig",1000.7,2,"brown",1,"M",7.391,"black",5,4
"5868","goat",1269,2,"white",1,"F",0.207,"black",3,3
"5869","horse",974.6,3,"white",1,"F",3.844,"brown",1,3
"5870","goat",791.6,2,"red",0,"M",8.665,"red",4,1
"5871","horse",1735.5,4,"brown",1,"M",2.274,"brown",5,2
"5872","goat",1101.6,4,"grey",1,"F",7.578,"brown",4,3
"5873","pig",1077,4,"white",0,"M",5.444,"brown",3,2
"5874","goat",1100,5,"red",1,"F",2.57,"brown",4,1
"5875","horse",824.6,4,"red",0,"M",4.278,"brown",3,2
"5876","horse",1074.1,1,"grey",0,"M",9.845,"black",2,1
"5877","pig",1366.5,5,"red",0,"F",6.959,"brown",3,1
"5878","horse",1158.9,5,"white",0,"F",8.083,"brown",4,2
"5879","sheep",1320.8,4,"grey",0,"M",6.23,"brown",2,1
"5880","goat",899.1,2,"brown",0,"F",4.796,"black",2,1
"5881","goat",1335.2,6,"red",0,"F",4.039,"black",2,1
"5882","goat",1058.9,2,"grey",0,"M",3.955,"black",4,1
"5883","horse",1219.1,1,"black",0,"F",2.597,"black",2,1
"5884","sheep",990.7,3,"red",1,"M",2.844,"brown",2,1
"5885","sheep",748.6,3,"black",1,"F",4.086,"black",5,2
"5886","horse",848.7,1,"white",0,"M",3.608,"black",5,3
"5887","goat",1017.1,6,"brown",0,"M",5.348,"brown",4,1
"5888","horse",1267.8,3,"brown",0,"F",8.597,"brown",5,4
"5889","horse",604.8,2,"black",0,"M",5.04,"brown",3,1
"5890","sheep",1031.1,8,"brown",1,"F",9.798,"brown",5,4
"5891","cow",1430.1,1,"white",1,"F",3.493,"black",2,1
"5892","pig",1396.2,7,"brown",0,"F",5.751,"brown",4,4
"5893","goat",1177,5,"brown",0,"M",8.584,"black",5,4
"5894","goat",1564.5,7,"black",1,"M",9.631,"brown",2,3
"5895","horse",1466.7,5,"white",0,"M",9.843,"brown",5,1
"5896","goat",1363.8,3,"black",0,"F",-0.198,"brown",4,3
"5897","goat",1406.5,1,"white",1,"M",6.151,"brown",1,1
"5898","horse",671.7,4,"red",0,"M",7.703,"black",1,2
"5899","pig",1145.8,3,"grey",1,"M",11.953,"brown",1,3
"5900","goat",762.4,3,"red",0,"M",6.62,"brown",4,1
"5901","horse",1240.9,3,"red",0,"M",4.797,"black",2,1
"5902","goat",1194.6,3,"grey",1,"F",9.476,"brown",3,4
"5903","pig",830.4,3,"red",0,"F",-0.012,"black",3,1
"5904","pig",697.2,2,"red",0,"F",4.08,"black",3,1
"5905","goat",1019.2,3,"red",1,"F",1.935,"brown",4,2
"5906","goat",1498.6,3,"grey",0,"F",5.716,"black",3,3
"5907","goat",830.9,8,"brown",0,"M",1.764,"brown",4,1
"5908","goat",804.6,6,"grey",0,"M",6.117,"black",2,2
"5909","goat",949.1,2,"white",0,"M",5.248,"black",5,1
"5910","horse",1070.8,1,"red",0,"M",0.733,"brown",3,1
"5911","horse",1310.3,1,"black",1,"F",-0.103,"black",1,2
"5912","sheep",1459.5,1,"white",0,"F",4.069,"brown",2,4
"5913","pig",936,5,"white",0,"F",3.243,"brown",4,3
"5914","horse",1230.1,2,"red",1,"F",11.117,"brown",5,1
"5915","goat",1056.8,8,"grey",0,"F",5.191,"black",1,3
"5916","pig",621.6,1,"grey",0,"M",6.573,"black",5,1
"5917","pig",815.6,2,"black",0,"F",4.548,"brown",5,2
"5918","horse",1396.3,4,"white",1,"M",4.819,"brown",5,1
"5919","sheep",1553.5,4,"brown",0,"F",5.229,"brown",1,1
"5920","sheep",1334.2,7,"white",1,"M",6.757,"brown",5,3
"5921","goat",1228.2,1,"grey",0,"F",1.249,"brown",1,1
"5922","goat",914.3,1,"brown",1,"M",11.425,"blue",3,4
"5923","horse",914.7,3,"white",0,"M",5.932,"black",4,3
"5924","pig",779.1,1,"red",1,"M",5.107,"brown",2,2
"5925","goat",1217.2,5,"brown",0,"M",5.703,"black",4,4
"5926","goat",1425.9,1,"red",0,"F",8.758,"black",2,2
"5927","horse",1381.3,5,"grey",1,"M",7.101,"brown",3,2
"5928","sheep",1385.3,4,"white",1,"M",5.43,"black",4,1
"5929","pig",1437.7,4,"white",0,"M",4.828,"brown",5,3
"5930","pig",1160.8,2,"black",1,"F",-0.046,"black",1,4
"5931","goat",800.5,3,"red",0,"M",-0.086,"black",1,2
"5932","pig",1234.7,3,"black",0,"M",10.346,"brown",2,4
"5933","goat",1165.3,4,"grey",0,"F",9.185,"black",1,1
"5934","horse",951.4,7,"black",0,"F",3.853,"brown",3,3
"5935","goat",1213.8,2,"red",0,"F",10.027,"black",3,3
"5936","goat",1112.7,4,"black",0,"M",3.511,"brown",3,4
"5937","horse",885.8,2,"white",0,"F",4.13,"black",2,1
"5938","horse",998.7,4,"grey",0,"M",8.769,"black",3,1
"5939","goat",1360.2,4,"grey",0,"M",-1.057,"brown",5,1
"5940","goat",1300.1,6,"black",1,"M",5.075,"brown",4,1
"5941","horse",1197.2,5,"grey",0,"F",8.51,"brown",1,1
"5942","goat",1396.7,7,"white",0,"M",7.852,"brown",5,1
"5943","horse",1663.6,6,"brown",0,"M",2.566,"brown",3,1
"5944","goat",986.2,4,"brown",0,"M",0.954,"black",3,1
"5945","horse",1198.1,2,"white",0,"F",2.225,"blue",4,3
"5946","pig",1380.9,7,"black",0,"M",0.625,"black",3,1
"5947","pig",1242.1,2,"white",0,"F",5.086,"black",1,3
"5948","horse",1317.8,1,"white",0,"M",5.385,"black",5,1
"5949","sheep",1221.9,2,"white",0,"F",7.279,"black",3,1
"5950","pig",981,7,"grey",1,"F",8.01,"blue",5,1
"5951","goat",999.9,8,"red",0,"F",0.403,"brown",5,2
"5952","goat",688.7,2,"black",0,"F",3.654,"black",5,1
"5953","horse",554,1,"black",0,"F",6.709,"black",2,1
"5954","horse",1168.2,4,"brown",0,"M",-4.161,"brown",4,1
"5955","sheep",1047.2,7,"brown",0,"F",2.266,"black",3,4
"5956","sheep",1266.2,4,"white",0,"M",1.187,"black",1,1
"5957","pig",1577.3,6,"white",0,"M",5.381,"black",3,4
"5958","goat",1111.7,3,"white",0,"M",3.439,"black",1,1
"5959","pig",1150.8,4,"brown",1,"M",3.861,"black",3,2
"5960","goat",1339.5,6,"grey",1,"F",6.294,"brown",3,1
"5961","sheep",1096.5,6,"brown",0,"M",7.902,"brown",3,1
"5962","horse",1644.2,8,"brown",0,"M",4.505,"black",5,2
"5963","goat",1138.9,8,"red",0,"M",11.103,"black",1,3
"5964","goat",1592.1,5,"grey",1,"M",6.497,"brown",5,4
"5965","horse",1080.3,4,"brown",0,"F",3.54,"brown",4,1
"5966","horse",940.1,7,"black",0,"F",5.795,"brown",1,1
"5967","horse",1081.6,5,"brown",0,"F",9.131,"black",3,1
"5968","pig",1271.8,7,"black",0,"M",9.676,"brown",2,2
"5969","goat",1320.7,2,"grey",0,"F",3.865,"black",3,1
"5970","goat",733.3,2,"white",0,"F",9.585,"brown",2,1
"5971","goat",1180,6,"grey",0,"F",7.506,"black",1,2
"5972","sheep",919.2,1,"red",1,"F",1.002,"black",2,1
"5973","goat",1531.6,3,"white",1,"F",3.708,"brown",3,1
"5974","goat",1381.3,7,"white",0,"M",0.581,"brown",2,2
"5975","goat",1091,7,"red",0,"F",3.042,"black",5,1
"5976","goat",705.5,2,"brown",0,"M",2.118,"black",3,1
"5977","goat",1237.8,2,"red",0,"F",4.684,"black",4,1
"5978","goat",1009,3,"white",0,"F",9.011,"brown",1,3
"5979","pig",766.2,5,"red",1,"M",4.914,"black",2,2
"5980","goat",1006.8,6,"black",0,"M",5.125,"brown",1,4
"5981","goat",1475.6,7,"grey",0,"F",3.498,"black",1,1
"5982","horse",966.5,8,"white",0,"M",6.008,"black",3,1
"5983","pig",1114.3,8,"red",0,"M",4.016,"brown",2,1
"5984","goat",1458.5,7,"red",0,"F",1.132,"black",4,1
"5985","goat",1060.4,2,"red",0,"M",6.022,"black",4,1
"5986","horse",502.8,6,"red",0,"M",1.865,"black",5,1
"5987","horse",1206.6,7,"red",1,"M",3.085,"brown",3,2
"5988","horse",1153.5,1,"white",0,"F",4.29,"brown",2,1
"5989","goat",900.2,1,"white",0,"F",-4.491,"black",5,1
"5990","goat",1067.1,3,"grey",1,"M",3.252,"black",5,1
"5991","goat",793.8,4,"black",0,"F",7.279,"black",5,1
"5992","horse",1073.6,7,"red",1,"M",4.88,"brown",1,1
"5993","pig",1300.6,1,"brown",1,"F",5.149,"black",3,1
"5994","pig",1417.5,3,"grey",1,"M",4.324,"brown",4,1
"5995","sheep",968.6,2,"white",0,"F",7.082,"brown",5,2
"5996","goat",1064.4,1,"brown",0,"M",2.069,"black",5,1
"5997","goat",1245.4,3,"grey",1,"M",1.801,"black",3,1
"5998","horse",1125.5,4,"black",1,"F",-1.681,"brown",3,3
"5999","goat",1460.7,2,"white",0,"F",3.246,"black",2,4
"6000","pig",979.8,1,"grey",0,"F",4.706,"brown",1,1
"6001","goat",1182.8,1,"white",0,"F",1.02,"black",1,1
"6002","goat",1182.2,7,"red",1,"M",5.261,"black",1,4
"6003","goat",1332,8,"black",1,"M",5.183,"brown",5,3
"6004","horse",1106.5,3,"grey",0,"F",4.603,"black",2,2
"6005","horse",702.2,5,"grey",0,"F",6.429,"black",1,1
"6006","goat",1233.7,2,"white",1,"M",8.87,"black",4,1
"6007","horse",1190.9,4,"white",0,"M",4.882,"black",2,1
"6008","horse",961.4,4,"red",0,"M",3.727,"black",2,3
"6009","goat",1204.6,4,"grey",1,"M",3.84,"black",5,1
"6010","pig",1272,1,"white",0,"F",4.323,"blue",1,1
"6011","pig",708.2,5,"black",0,"M",2.829,"black",3,4
"6012","horse",970.6,3,"black",0,"M",6.44,"brown",1,1
"6013","pig",884.5,5,"black",1,"M",5.501,"brown",1,1
"6014","goat",1204,3,"brown",1,"M",10.124,"blue",5,1
"6015","goat",954,3,"white",0,"M",-0.667,"brown",2,4
"6016","sheep",1358,2,"grey",0,"M",5.761,"brown",4,1
"6017","goat",1325.3,1,"grey",1,"M",-2.595,"brown",3,3
"6018","sheep",1275.6,4,"brown",0,"F",5.978,"black",2,4
"6019","goat",1653.9,6,"brown",0,"F",7.23,"black",4,1
"6020","goat",1318.7,1,"white",0,"F",2.51,"black",1,1
"6021","horse",1139,6,"red",0,"F",5.385,"black",3,1
"6022","goat",1248.3,2,"brown",0,"M",4.626,"black",2,1
"6023","goat",1128.1,6,"brown",1,"M",2.862,"black",2,1
"6024","horse",1128,3,"black",0,"M",1.553,"black",4,1
"6025","horse",1321.1,6,"red",1,"M",4.297,"black",5,1
"6026","horse",1281.2,3,"white",1,"M",11.207,"brown",4,1
"6027","horse",1048,6,"white",0,"M",5.586,"black",2,3
"6028","goat",1415.7,3,"red",1,"M",2.44,"brown",2,1
"6029","goat",852.7,8,"red",0,"M",4.278,"black",5,1
"6030","goat",1375.2,8,"red",1,"F",5.846,"brown",2,2
"6031","horse",518.7,1,"black",0,"F",1.895,"black",3,1
"6032","goat",1065.4,4,"grey",1,"M",7.952,"black",4,3
"6033","pig",1340,3,"brown",0,"F",8.757,"black",1,1
"6034","horse",1167.3,4,"grey",0,"F",8.31,"black",1,3
"6035","sheep",1156.1,2,"brown",1,"M",5.419,"black",3,1
"6036","goat",1318,2,"red",0,"F",6.929,"black",3,2
"6037","horse",1237.5,3,"black",0,"F",4.636,"black",5,1
"6038","sheep",536.4,4,"black",0,"F",6.394,"black",3,1
"6039","goat",1200.8,6,"red",1,"M",4.345,"black",3,1
"6040","goat",1074.4,8,"brown",0,"F",5.794,"brown",4,2
"6041","horse",1324.1,3,"white",0,"M",3.672,"black",2,1
"6042","goat",1270.6,3,"brown",0,"M",1.884,"black",1,1
"6043","sheep",1346.4,8,"white",0,"F",4.518,"black",1,3
"6044","pig",1392.1,2,"red",1,"M",3.524,"brown",3,4
"6045","goat",1576.6,2,"red",1,"M",5.841,"brown",5,1
"6046","goat",1199.1,3,"brown",1,"M",8.363,"black",5,1
"6047","goat",925.4,3,"grey",1,"F",-0.542,"brown",1,1
"6048","horse",1615.6,2,"black",1,"M",5.496,"black",4,1
"6049","goat",1102.1,4,"brown",0,"F",1.416,"brown",1,4
"6050","pig",1301.3,5,"brown",0,"M",3.631,"black",3,2
"6051","goat",1273.8,2,"black",0,"M",7.776,"black",1,1
"6052","sheep",1116,4,"red",1,"M",5.151,"black",3,2
"6053","goat",992.9,8,"red",0,"M",1.605,"black",3,1
"6054","goat",1310.6,5,"black",0,"F",7.298,"brown",1,1
"6055","horse",1106.3,8,"black",0,"M",9.541,"brown",5,1
"6056","goat",1186.5,6,"red",0,"M",10.152,"brown",1,1
"6057","horse",1441.5,6,"red",0,"F",1.786,"brown",3,2
"6058","goat",777.1,2,"red",1,"M",2.339,"black",2,4
"6059","horse",886.5,2,"red",0,"M",5.686,"black",4,2
"6060","sheep",1044,1,"white",0,"F",4.396,"black",3,2
"6061","horse",1252.9,6,"red",0,"F",2.588,"black",4,3
"6062","horse",947.2,1,"grey",0,"M",4.388,"black",1,4
"6063","pig",1053.9,4,"red",1,"M",9.237,"black",2,1
"6064","horse",1257.7,4,"brown",1,"F",5.367,"blue",5,1
"6065","goat",1140,4,"black",0,"M",7.119,"black",5,1
"6066","horse",967.9,3,"grey",0,"F",7.395,"brown",5,2
"6067","pig",1161.7,2,"white",1,"M",-5.389,"black",3,2
"6068","horse",764.5,3,"red",1,"M",6.94,"brown",2,4
"6069","horse",1721.4,3,"white",0,"F",6.369,"brown",1,1
"6070","pig",1378.9,8,"grey",1,"F",8.624,"brown",1,1
"6071","pig",1082.2,3,"red",0,"M",5.694,"black",2,1
"6072","pig",745,4,"grey",0,"F",5.506,"brown",4,1
"6073","pig",1273.7,4,"white",0,"F",3.383,"brown",5,1
"6074","goat",1361.1,3,"red",1,"M",4.508,"black",3,3
"6075","horse",1280,2,"red",0,"M",1.828,"black",1,2
"6076","goat",1176,1,"black",0,"F",3.836,"brown",3,1
"6077","horse",1230.2,4,"brown",0,"F",7.268,"black",1,3
"6078","goat",812.3,7,"white",0,"M",4.171,"black",4,1
"6079","horse",1179.1,1,"grey",0,"M",7.48,"black",1,3
"6080","pig",988.2,5,"grey",1,"M",3.582,"black",3,1
"6081","goat",1046.4,2,"grey",0,"M",8.326,"brown",5,1
"6082","pig",925.9,6,"brown",0,"M",11.103,"brown",4,1
"6083","goat",1012.6,3,"grey",0,"M",6.811,"brown",5,1
"6084","horse",1455.1,1,"white",0,"M",6.316,"brown",1,1
"6085","cow",1119.9,4,"grey",0,"F",7.814,"black",1,1
"6086","horse",1104.5,2,"red",1,"M",4.167,"brown",1,4
"6087","horse",1111.7,6,"grey",0,"F",5.864,"brown",2,3
"6088","goat",1068.4,2,"red",1,"M",4.026,"black",3,4
"6089","goat",1009.6,1,"black",1,"F",5.769,"black",2,1
"6090","pig",1088.3,1,"red",0,"M",10.263,"brown",4,1
"6091","pig",1224.1,2,"white",1,"F",8.114,"black",3,1
"6092","horse",650.6,3,"red",0,"F",6.084,"black",3,1
"6093","sheep",876.4,5,"grey",0,"M",3.449,"black",2,2
"6094","goat",1298,4,"grey",1,"M",5.3,"black",3,1
"6095","goat",1245.4,2,"white",0,"M",2.458,"brown",4,2
"6096","pig",1042,5,"black",0,"F",3.22,"brown",3,1
"6097","pig",753.1,7,"brown",1,"M",3.908,"black",1,4
"6098","horse",1042.4,2,"white",1,"M",2.327,"brown",5,1
"6099","sheep",863.3,1,"white",0,"M",2.386,"brown",4,1
"6100","goat",653.1,5,"brown",0,"M",-1.459,"black",5,2
"6101","goat",1082.7,3,"grey",0,"F",1.277,"black",3,3
"6102","horse",897.3,2,"black",0,"F",2.176,"brown",3,2
"6103","pig",1548.9,5,"grey",0,"M",5.345,"black",1,1
"6104","goat",986.3,2,"black",0,"F",7.214,"black",2,2
"6105","pig",800.7,7,"grey",0,"M",1.523,"brown",3,3
"6106","horse",970.2,6,"grey",0,"F",3.459,"blue",2,4
"6107","pig",1104.2,5,"grey",1,"F",14.345,"black",4,4
"6108","goat",1278.1,8,"black",0,"F",8.602,"black",5,1
"6109","goat",871.7,1,"black",0,"M",6.351,"black",2,2
"6110","goat",743.7,4,"white",1,"F",8.682,"brown",1,1
"6111","horse",1345.4,2,"brown",0,"F",5.946,"brown",4,2
"6112","goat",1230.2,4,"black",0,"F",6.561,"black",5,3
"6113","pig",1009.2,8,"grey",0,"F",4.2,"black",4,2
"6114","pig",1312.3,2,"grey",0,"M",7.707,"brown",1,1
"6115","horse",612.9,1,"grey",0,"M",2.668,"black",2,1
"6116","horse",888,5,"white",0,"M",3.937,"black",2,1
"6117","goat",1132.5,4,"brown",0,"M",4.55,"black",5,3
"6118","pig",977.3,4,"white",0,"F",6.373,"brown",2,1
"6119","sheep",945.5,2,"brown",0,"F",6.709,"brown",1,1
"6120","sheep",1363.2,5,"white",1,"F",4.046,"blue",1,2
"6121","pig",748.3,3,"white",0,"M",7.613,"brown",4,2
"6122","pig",1282.3,4,"white",0,"M",4.839,"black",5,3
"6123","goat",1184.9,4,"grey",0,"F",2.356,"brown",2,2
"6124","pig",1029.6,7,"black",0,"M",3.411,"brown",4,2
"6125","goat",961.5,7,"grey",0,"M",6.999,"brown",3,1
"6126","horse",972.6,3,"red",0,"M",4.234,"black",1,4
"6127","goat",1324.6,4,"brown",0,"M",8.17,"black",2,1
"6128","pig",1121.5,4,"grey",0,"M",5.483,"blue",3,2
"6129","horse",1232,2,"brown",1,"F",4.499,"brown",4,4
"6130","horse",1013.8,2,"white",0,"M",3.699,"black",5,1
"6131","goat",975.5,5,"grey",0,"M",3.524,"black",4,1
"6132","horse",946.7,2,"grey",1,"M",0.027,"black",5,2
"6133","pig",1446.5,3,"brown",1,"M",1.681,"brown",5,2
"6134","goat",1269.3,1,"black",0,"F",4.281,"brown",2,3
"6135","goat",1266.5,7,"brown",1,"M",3.652,"brown",1,1
"6136","horse",1158.7,1,"black",1,"F",7.57,"brown",4,3
"6137","cow",655.3,3,"red",0,"F",10.102,"blue",2,3
"6138","goat",1424.7,3,"red",1,"F",4.532,"black",4,1
"6139","pig",733.5,5,"brown",0,"M",0.774,"blue",1,1
"6140","goat",816.1,1,"black",1,"F",5.553,"black",3,2
"6141","sheep",1089,7,"white",0,"M",7.286,"black",5,2
"6142","sheep",1301.8,3,"red",0,"M",3.579,"black",4,1
"6143","goat",1226.5,7,"white",0,"F",4.217,"black",4,1
"6144","pig",968.1,2,"brown",0,"F",5.391,"black",1,1
"6145","horse",1144.2,3,"black",0,"F",6.355,"brown",4,2
"6146","goat",994.6,4,"red",0,"F",-2.626,"black",2,3
"6147","goat",1127.8,1,"grey",1,"F",-0.858,"black",5,1
"6148","goat",1195.6,2,"black",0,"F",4.351,"black",5,2
"6149","pig",1419.9,2,"grey",0,"F",8.328,"brown",1,3
"6150","pig",875.1,2,"brown",0,"M",5.875,"brown",3,2
"6151","goat",1496.2,5,"grey",0,"F",0.887,"black",2,2
"6152","pig",1498.7,2,"brown",0,"F",6.366,"black",2,3
"6153","goat",1414.8,3,"red",0,"M",4.153,"black",4,1
"6154","goat",863,6,"white",1,"M",2.63,"black",1,2
"6155","goat",978.1,5,"black",1,"M",4.133,"brown",3,2
"6156","horse",655.8,7,"black",0,"F",0.497,"brown",1,1
"6157","goat",1228.7,8,"brown",0,"F",7.983,"black",4,3
"6158","horse",1249.4,7,"brown",0,"M",3.773,"brown",5,4
"6159","goat",1250.6,4,"red",1,"F",5.657,"brown",5,1
"6160","goat",1387.4,2,"black",0,"M",9.345,"black",3,2
