cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Texas",10/28/2016,11/3/2016,"Ipsos","A-",705,"lv",1.00009,39.55,49.4,,,38.75478,48.88887,,,"","http://www.reuters.com/statesofthenation/",48405,75873,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Washington",10/6/2016,10/13/2016,"YouGov","B",750,"lv",.9979239,53,39,,,51.39901,40.50336,,,"","http://kcts9.org/programs/vote-2016/new-poll-finds-washington-state-often-divided-region-and-political-parties-many#method",47628,74543,10/27/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",10/21/2016,10/24/2016,"NBC News/Wall Street Journal","A-",724,"lv",.9916955,43,34,7,,42.45287,37.20016,4.557406,,"","http://fm.cnbc.com/applications/cnbc.com/resources/editorialfiles/2016/10/27/survey.pdf",47550,74505,10/27/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Arkansas",10/21/2016,10/21/2016,"Hendrix College","C+",463,"lv",.9856161,32.5,56,3.5,,31.71922,57.06487,2.410453,,"","https://talkbusiness.net/2016/10/trump-boozman-maintain-big-leads-in-arkansas/",47322,74041,10/25/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Nevada",10/14/2016,10/17/2016,"Monmouth University","A+",413,"lv",.9785108,47,40,7,,45.8484,42.79262,5.197808,,"","https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NV_101816/",47032,73546,10/18/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"South Dakota",10/18/2016,10/20/2016,"Mason-Dixon Polling & Research, Inc.","B+",400,"lv",.978194,37,44,7,,35.61086,46.66224,5.255293,,"","http://www.keloland.com/news/politics/campaign/keloland-campaign-2016-poll/",47343,74083,10/25/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"New York",10/13/2016,10/17/2016,"Siena College","A",611,"lv",.9696064,54,30,5,,54.17187,34.57374,1.667714,,"","http://files.constantcontact.com/9c83fb30501/bf2b01c8-26d1-4eaf-983a-1ee767e34e62.pdf",47059,73634,10/19/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Indiana",10/7/2016,10/10/2016,"The Times-Picayune/Lucid","",1123,"lv",.9463068,37,43,10,,37.48715,48.66014,5.772358,,"","https://luc.id/correction/",47171,73821,10/21/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",10/31/2016,10/31/2016,"Gravis Marketing","B-",5360,"rv",.9355947,46,45,4,,46.3325,44.7415,4.084907,,"","http://www.realclearpolitics.com/docs/2016/Gravis_November_3rd_2016.pdf",48262,75570,11/3/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"North Carolina",9/29/2016,10/2/2016,"Selzer & Company","A+",805,"lv",.9345836,44,43,6,,45.34299,45.62096,2.414972,,"","https://assets.bwbx.io/documents/users/iqjWHBFdfxIU/rdISbD8Bk4tA/v0",46385,72518,10/3/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Ohio",10/7/2016,10/10/2016,"The Times-Picayune/Lucid","",1304,"lv",.9342402,44,39,7,,44.50002,44.80402,2.772358,,"","https://luc.id/correction/",47172,73822,10/21/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"New Jersey",10/28/2016,11/3/2016,"Ipsos","A-",557,"lv",.9279677,49.72,36.13,,,49.59742,36.31743,,,"","http://www.reuters.com/statesofthenation/",48394,75862,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Ohio",10/9/2016,10/11/2016,"Baldwin Wallace University","",1152,"lv",.927914,43.2,34.4,9.5,,44.66429,40.20061,5.793981,,"","http://www.cleveland.com/open/index.ssf/2016/10/new_ohio_poll_puts_hillary_cli.html#incart_2box",46752,73112,10/12/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Louisiana",10/15/2016,10/21/2016,"University of New Orleans","C",603,"lv",.9253104,35,49,7,,35.10391,51.65619,4.286387,,"","http://www.uno.edu/cola/political-science/documents/2016-Louisiana-Survey-Report.pdf",47768,74756,10/30/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Virginia",10/28/2016,11/3/2016,"Ipsos","A-",561,"lv",.9222196,48.83,41.92,,,48.20869,41.581,,,"","http://www.reuters.com/statesofthenation/",48407,75875,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"New York",10/28/2016,11/3/2016,"Ipsos","A-",552,"lv",.9171071,56.42,34.22,,,55.95674,34.0592,,,"","http://www.reuters.com/statesofthenation/",48396,75864,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Wisconsin",10/18/2016,10/20/2016,"McLaughlin & Associates","C-",600,"lv",.9130846,48,43,4,,47.60429,45.17926,2.287404,,"","http://www.jsonline.com/story/news/politics/elections/2016/10/24/johnson-campaign-upbeat-final-push/92660192/",47463,74249,10/25/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Ohio",10/28/2016,11/3/2016,"Ipsos","A-",554,"lv",.9122697,46.97,45.49,,,45.99794,44.81438,,,"","http://www.reuters.com/statesofthenation/",48398,75866,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Kansas",10/11/2016,10/15/2016,"SurveyUSA","A",581,"lv",.9010623,36,47,7,,34.74647,49.2801,5.035472,,"","http://ksn.com/2016/10/18/ksn-news-poll-continues-to-show-strong-support-for-trump-in-kansas/",47063,73643,10/19/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Illinois",10/28/2016,11/3/2016,"Ipsos","A-",511,"lv",.900132,51.74,38.99,,,51.10729,38.64923,,,"","http://www.reuters.com/statesofthenation/",48377,75845,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Oregon",10/4/2016,10/14/2016,"Riley Research Associates","B+",608,"lv",.8931498,46,36,5,,46.22331,39.38952,2.440825,,"","http://www.kgw.com/news/politics/elections/kgworegonian-poll-measure-97-a-virtual-tie-clinton-brown-lead/337615312",47071,73657,10/19/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",10/10/2016,10/11/2016,"Insights West","",953,"lv",.8906107,42,37,6,,43.44898,41.61006,3.495869,,"","http://www.insightswest.com/news/clinton-leads-trump-republicans-reject-changing-their-nominee/",46770,73137,10/12/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Alaska",10/11/2016,10/13/2016,"Lake Research Partners","B+",500,"lv",.8890525,36,37,7,,36.29983,42.46868,4.988494,,"","http://midnightsunak.com/2016/10/16/midnight-sun-exclusive-new-poll-shows-trump-clinton-tied-alaska/",46872,73329,10/16/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Pennsylvania",10/28/2016,11/3/2016,"Ipsos","A-",485,"lv",.8829399,48.15,44.04,,,47.62339,43.79229,,,"","http://www.reuters.com/statesofthenation/",48401,75869,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Missouri",10/28/2016,10/31/2016,"Emerson College","B",650,"lv",.8765436,37,52,5,,37.03566,50.71572,4.290399,,"","http://media.wix.com/ugd/3bebb2_6ee2070379ba4a88bff29b1fa5aae9e0.pdf",48081,75217,11/2/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"West Virginia",10/12/2016,10/17/2016,"Global Strategy Group","C+",601,"lv",.8722509,31,58,,,29.30372,59.8265,,,"","http://wvmetronews.com/2016/10/17/justice-poll-shows-dem-up-10-cole-poll-says-race-a-dead-heat/",47181,73857,10/21/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"California",10/25/2016,10/31/2016,"Google Consumer Surveys","B",1365,"lv",.8693779,46.27,26.85,6.51,,51.53603,33.42231,5.20124,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47945,75004,11/1/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Nevada",10/11/2016,10/12/2016,"Public Opinion Strategies","B",600,"lv",.8652655,45,39,10,,45.3042,43.83663,6.522859,,"","http://www.ktnv.com/news/ralston/heck-hanging-onto-lead-trump-falling-behind-in-new-gop-poll",46785,73161,10/13/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Iowa",10/7/2016,10/10/2016,"The Times-Picayune/Lucid","",917,"lv",.8626782,41,37,10,,41.52003,43.02787,5.772358,,"","https://luc.id/correction/",47170,73820,10/21/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Wisconsin",10/21/2016,11/3/2016,"Ipsos","A-",651,"lv",.8624899,47.18,39.99,,,46.21524,40.10058,,,"","http://www.reuters.com/statesofthenation/",48410,75878,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Indiana",10/10/2016,10/16/2016,"Ball State University","",544,"lv",.8599328,37,43,9,,37.11301,46.43367,6.574595,,"","http://wishtv.com/2016/10/20/hoosier-survey-trump-leads-in-indiana-pence-helps/",47070,73729,10/20/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Texas",10/25/2016,10/31/2016,"Google Consumer Surveys","B",1260,"lv",.8587386,31.53,43.03,7.74,,36.79181,49.54727,6.431239,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47985,75044,11/1/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Minnesota",10/21/2016,11/3/2016,"Ipsos","A-",638,"lv",.8570888,42.41,36.96,,,40.85701,36.49049,,,"","http://www.reuters.com/statesofthenation/",48387,75855,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Virginia",10/12/2016,10/15/2016,"Tarrance Group","B",500,"lv",.8555233,47,38,3,,46.88868,40.32853,1.419542,,"","http://pilotonline.com/news/government/nation/new-poll-showed-clinton-strong-in-virginia-population-centers/article_eb37ad6f-c5ef-5578-b13e-3bd490f10f78.html",47068,73658,10/19/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Arizona",10/10/2016,10/15/2016,"Arizona State University","C+",713,"lv",.851917,43.4,37.8,6.5,,43.21703,42.68678,3.851467,,"","http://www.azcentral.com/story/news/politics/elections/2016/10/19/arizona-poll-hillary-clinton-donald-trump/92339110/",47061,73637,10/19/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Illinois",10/25/2016,10/31/2016,"Google Consumer Surveys","B",1185,"lv",.8501781,42.66,28.26,7.16,,47.92355,34.7999,5.851239,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47955,75014,11/1/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Ohio",10/5/2016,10/6/2016,"Public Policy Polling","B+",782,"lv",.8490538,44,43,5,,43.87473,45.83999,2.932181,,"","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_OH_100616.pdf",46540,72768,10/6/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Michigan",10/10/2016,10/11/2016,"Glengariff Group, Inc.","B",600,"lv",.8472798,42.2,30.6,10.3,,43.44927,35.71135,6.999239,,"","http://www.detroitnews.com/story/news/politics/2016/10/12/presidential-poll-michigan/91964392/",46773,73141,10/12/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Illinois",10/13/2016,10/13/2016,"Illinois Public Opinion Strategies","",644,"lv",.8452247,50,31.5,5.8,,49.75113,34.42177,3.398375,,"","http://www.huffingtonpost.com/david-ormsby/poll-clinton-thumping-tru_b_12579014.html",47098,73731,10/20/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"New York",10/25/2016,10/31/2016,"Google Consumer Surveys","B",1225,"lv",.8442867,42.3,30.2,5.21,,47.56587,36.77018,3.901239,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47975,75034,11/1/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"North Carolina",10/10/2016,10/12/2016,"Marist College","A",743,"lv",.8419926,45,41,9,,43.62106,44.68098,4.950021,,"","http://www.wsj.com/articles/hillary-clinton-leads-by-4-points-in-north-carolina-donald-trump-has-1-point-gain-in-ohio-poll-finds-1476388816?tesla=y",46788,73166,10/13/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Wyoming",10/5/2016,10/11/2016,"University of Wyoming","",722,"lv",.8416907,20,58,9,,20.74799,60.93367,6.250421,,"","http://trib.com/news/state-and-regional/govt-and-politics/poll-finds-trump-cheney-way-ahead-in-wyoming/article_b9a2ba24-15f9-5051-92d4-33a4ef794153.html",47345,74086,10/25/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Louisiana",10/11/2016,10/15/2016,"JMC Enterprises","C",800,"rv",.8388075,38,45,4,,39.31568,50.45483,1.516529,,"","http://winwithjmc.com/wp-content/uploads/2016/10/Fleming-Executive-Summary-Poll-3-RELEASE.pdf",46878,73338,10/17/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Florida",10/25/2016,10/31/2016,"Google Consumer Surveys","B",1286,"lv",.836086,36.5,44.1,3.37,,41.76382,50.64351,2.061239,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47950,75009,11/1/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",10/22/2016,10/26/2016,"YouGov","B",1209,"lv",.8325402,46,41,4,,45.84106,42.48976,4.122671,,"","https://today.yougov.com/news/2016/10/27/yougoveconomist-poll-october-22-26-2016/",47608,74499,10/27/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Georgia",10/28/2016,11/3/2016,"Ipsos","A-",433,"lv",.8310173,41.76,48.13,,,40.90142,47.51814,,,"","http://www.reuters.com/statesofthenation/",48375,75843,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Pennsylvania",10/25/2016,10/31/2016,"Google Consumer Surveys","B",1029,"lv",.8291268,36.86,39.45,4.27,,42.12066,45.95236,2.961239,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47979,75038,11/1/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Wyoming",10/30/2016,11/6/2016,"SurveyMonkey","C-",202,"lv",.8239706,22,58,10,,20.54708,57.53733,7.399278,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",48580,76124,11/7/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Washington",10/21/2016,11/3/2016,"Ipsos","A-",545,"lv",.8135543,46.44,39.43,,,45.32821,39.44828,,,"","http://www.reuters.com/statesofthenation/",48408,75876,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Vermont",9/29/2016,10/14/2016,"Castleton University","B+",579,"lv",.8133312,45,17,4,,47.34297,22.7486,2.230932,,"","http://digital.vpr.net/post/vpr-poll-overall-results-full-data#vpr-poll-oct2016-files-downloads",47069,73654,10/19/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Oregon",10/4/2016,10/4/2016,"Gravis Marketing","B-",1248,"rv",.8127329,47,39,4,,48.05906,41.98975,1.524292,,"","http://www.breitbart.com/2016-presidential-race/2016/10/08/exclusive-breitbartgravis-poll-clinton-leads-trump-by-8-in-oregon/",46560,72826,10/8/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"New Jersey",10/25/2016,10/31/2016,"Google Consumer Surveys","B",916,"lv",.8103248,38.54,33.18,5.82,,43.80754,39.77191,4.51124,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47972,75031,11/1/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Pennsylvania",10/10/2016,10/16/2016,"Quinnipiac University","A-",660,"lv",.8088981,47,41,6,,47.376,43.52463,3.211896,,"","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2388",46944,73426,10/17/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",10/31/2016,11/3/2016,"ABC News/Washington Post","A+",1419,"lv",.8075046,47,43,4,,45.29705,42.02631,4.143613,,"","http://abcnews.go.com/Politics/clinton-rebounds-enthusiasm-trump-slips-tight-race-poll/story?id=43309964",48363,75822,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Florida",10/16/2016,10/19/2016,"Cherry Communications","C",507,"lv",.8053002,46,42,5,,46.53283,45.01446,2.155101,,"","http://www.flchamber.com/new-florida-chamber-of-commerce-statewide-poll-shows-presidential-race-leaning-toward-hillary-clinton-in-florida/",47177,73852,10/21/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Colorado",10/21/2016,11/3/2016,"Ipsos","A-",547,"lv",.8045236,47.59,42.23,,,45.50669,41.24622,,,"","http://www.reuters.com/statesofthenation/",48371,75839,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Ohio",10/25/2016,10/31/2016,"Google Consumer Surveys","B",982,"lv",.8028026,33.35,35.38,6.46,,38.61454,41.93285,5.151239,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47976,75035,11/1/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Tennessee",10/21/2016,11/3/2016,"Ipsos","A-",519,"lv",.7995963,35.18,49.82,,,34.35871,49.99467,,,"","http://www.reuters.com/statesofthenation/",48404,75872,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Maryland",9/27/2016,9/30/2016,"ABC News/Washington Post","A+",706,"lv",.7975398,63,27,4,,62.52108,28.99648,.851847,,"","https://www.washingtonpost.com/local/md-politics/larry-hogans-approval-soars-buoyed-by-his-disavowal-of-donald-trump/2016/10/05/3e84b330-88de-11e6-b24f-a7f89eb68887_story.html",46527,72742,10/6/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Florida",10/21/2016,10/22/2016,"YouGov","B",1042,"lv",.7910537,46,43,3,,45.79324,44.81173,2.838032,,"","https://today.yougov.com/news/2016/10/23/battlegrounds-presidential-race-tight-florida-and-/",47236,73919,10/23/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Indiana",10/11/2016,10/13/2016,"Monmouth University","A+",402,"lv",.7909256,41,45,9,,39.96826,47.87079,6.888352,,"","http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_IN_101416/",46804,73206,10/14/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Wisconsin",10/25/2016,10/31/2016,"Google Consumer Surveys","B",816,"lv",.7903246,41.21,28.69,5.29,,46.47854,35.29496,3.981239,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47990,75049,11/1/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Ohio",10/26/2016,10/27/2016,"Emerson College","B",800,"lv",.7899649,45,45,6,,44.98762,44.43714,4.889128,,"","http://projects.fivethirtyeight.com/polls/20161029_1.pdf",47757,74740,10/29/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Nebraska CD-2",9/25/2016,9/26/2016,"Emerson College","B",700,"lv",.7850176,40,49,,,39.2536,47.73613,,,"","http://media.wix.com/ugd/3bebb2_c4ce441cb55942e99e386bf56daef127.pdf",46231,72290,9/28/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Illinois",9/27/2016,10/2/2016,"Southern Illinois University","",865,"lv",.7824574,53.2,28.4,4.7,,53.1302,32.82287,1.609865,,"","http://paulsimoninstitute.siu.edu/_common/documents/opinion-polling/simon-institute-poll/2016/oct-3-psppi-simon-poll-clinton-leads-trump.pdf",46447,72599,10/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Indiana",10/25/2016,10/31/2016,"Google Consumer Surveys","B",764,"lv",.7783474,36.46,33.82,6.23,,41.72069,40.32276,4.921239,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47956,75015,11/1/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Wisconsin",10/18/2016,10/19/2016,"Public Policy Polling","B+",804,"lv",.7762514,50,38,,,47.9167,39.09611,,,"","http://endcitizensunited.org/wp-content/uploads/2016/10/ECU-WI-poll-Oct19.pdf",47087,73699,10/19/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Nevada",10/26/2016,10/27/2016,"Emerson College","B",550,"lv",.7756894,44,42,3,,43.98794,41.44286,1.889128,,"","http://projects.fivethirtyeight.com/polls/20161029_1.pdf",47760,74743,10/29/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"North Carolina",10/28/2016,11/3/2016,"Ipsos","A-",362,"lv",.7712483,46.83,47.7,,,46.34216,47.47684,,,"","http://www.reuters.com/statesofthenation/",48397,75865,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Massachusetts",10/28/2016,11/3/2016,"Ipsos","A-",346,"lv",.767238,52.57,36.76,,,51.3381,35.91513,,,"","http://www.reuters.com/statesofthenation/",48385,75853,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Arizona",10/28/2016,11/3/2016,"Ipsos","A-",357,"lv",.7664602,41.57,47.6,,,40.49355,46.83064,,,"","http://www.reuters.com/statesofthenation/",48368,75836,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Wisconsin",10/4/2016,10/4/2016,"Gravis Marketing","B-",1102,"rv",.7633588,48,40,4,,49.0317,42.86939,1.524292,,"","http://www.breitbart.com/2016-presidential-race/2016/10/07/exclusive-breitbartgravis-wisconsin-poll-race-between-donald-trump-hillary-clinton-tightens-as-speaker-paul-ryan-hits-campaign-trail-with-gop-nominee-for-first-time/",46547,72780,10/7/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Arizona",11/1/2016,11/2/2016,"Data Orbital","",550,"lv",.7614108,39,47,4,,39.6246,47.13913,3.895695,,"","http://us12.campaign-archive2.com/?u=5a280d25318f2afe3f311adb6&id=e0ffd26e1f&e=6251b3b51b",48342,75730,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Maryland",10/21/2016,11/3/2016,"Ipsos","A-",455,"lv",.7610958,53.26,35.12,,,52.50971,35.35481,,,"","http://www.reuters.com/statesofthenation/",48384,75852,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Oregon",10/21/2016,11/3/2016,"Ipsos","A-",454,"lv",.7604417,46.76,38.13,,,45.70005,38.1849,,,"","http://www.reuters.com/statesofthenation/",48400,75868,11/4/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Minnesota",10/25/2016,10/31/2016,"Google Consumer Surveys","B",688,"lv",.7584236,34.77,28.58,7.26,,40.03922,35.19378,5.95124,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47964,75023,11/1/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Georgia",10/15/2016,10/18/2016,"Clout Research/Wenzel Strategies","C-",627,"lv",.758004,43.1,45.8,1.9,,43.50169,46.81148,.4525501,,"","http://zpolitics.com/exclusive-poll-shows-many-georgians-unphased-by-trumps-lewd-audio/",47074,73662,10/19/16,"13:32:02  7 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/7/16,"Pennsylvania",10/17/2016,10/19/2016,"Emerson College","B",800,"lv",.7572364,45,41,4,,44.83539,41.96156,1.81869,,"","http://media.wix.com/ugd/3bebb2_98fe8b3559f64960a573ecad7dc22ec9.pdf",47080,73676,10/19/16,"13:32:02  7 Nov 2016"
